iteration,node moved,to group,instantaneous gain,            accumulated gain,potential,abs gain %,yes verts,no verts,yes edges,            no edges,verts %,edges %,potential propor %,consults,performance %
850,6055,yes,0.95,12377.00,-23877505988.00,+0.00%,158539,158541,263018,265401,50.00%,                49.77%,50.00%,6,33.33%
851,6436,no,2.05,12379.05,-23877505985.95,+0.00%,158540,158540,263050,265369,50.00%,                49.78%,50.00%,3,66.67%
852,10629,yes,2.95,12382.00,-23877505983.00,+0.00%,158539,158541,263050,265372,50.00%,                49.78%,50.00%,3,66.67%
853,13143,no,0.05,12382.05,-23877505982.95,+0.00%,158540,158540,263075,265349,50.00%,                49.78%,50.00%,2,100.00%
854,125531,no,0.15,12382.20,-23877505982.80,+0.00%,158539,158541,263074,265351,50.00%,                49.78%,50.00%,18,11.11%
855,138447,yes,2.85,12385.05,-23877505979.95,+0.00%,158538,158542,263058,265370,50.00%,                49.78%,50.00%,4,50.00%
856,312238,no,0.15,12385.20,-23877505979.80,+0.00%,158539,158541,263062,265366,50.00%,                49.78%,50.00%,8,25.00%
857,926,yes,1.85,12387.05,-23877505977.95,+0.00%,158538,158542,263062,265369,50.00%,                49.78%,50.00%,4,50.00%
858,15154,yes,1.95,12389.00,-23877505976.00,+0.00%,158539,158541,263063,265367,50.00%,                49.78%,50.00%,2,100.00%
859,28643,yes,2.05,12391.05,-23877505973.95,+0.00%,158540,158540,263064,265367,50.00%,                49.78%,50.00%,2,100.00%
860,131219,no,8.95,12400.00,-23877505965.00,+0.00%,158541,158539,263069,265365,50.00%,                49.78%,50.00%,2,100.00%
861,20157,no,1.05,12401.05,-23877505963.95,+0.00%,158540,158540,263060,265382,50.00%,                49.78%,50.00%,3,66.67%
862,26893,yes,1.95,12403.00,-23877505962.00,+0.00%,158539,158541,263059,265385,50.00%,                49.78%,50.00%,2,100.00%
863,3813,no,5.05,12408.05,-23877505956.95,+0.00%,158540,158540,263061,265384,50.00%,                49.78%,50.00%,4,50.00%
864,6061,yes,0.95,12409.00,-23877505956.00,+0.00%,158539,158541,263017,265434,50.00%,                49.77%,50.00%,6,33.33%
865,9066,no,2.05,12411.05,-23877505953.95,+0.00%,158540,158540,263021,265430,50.00%,                49.77%,50.00%,4,50.00%
866,10388,yes,4.95,12416.00,-23877505949.00,+0.00%,158539,158541,263018,265436,50.00%,                49.77%,50.00%,2,100.00%
867,12969,yes,0.05,12416.05,-23877505948.95,+0.00%,158540,158540,263034,265424,50.00%,                49.77%,50.00%,4,50.00%
868,13271,no,0.95,12417.00,-23877505948.00,+0.00%,158541,158539,263035,265424,50.00%,                49.77%,50.00%,2,100.00%
869,13577,yes,4.05,12421.05,-23877505943.95,+0.00%,158540,158540,263034,265425,50.00%,                49.77%,50.00%,2,100.00%
870,16870,no,3.95,12425.00,-23877505940.00,+0.00%,158541,158539,263042,265422,50.00%,                49.77%,50.00%,3,66.67%
871,18893,yes,2.05,12427.05,-23877505937.95,+0.00%,158540,158540,263024,265443,50.00%,                49.77%,50.00%,2,100.00%
872,26070,no,7.95,12435.00,-23877505930.00,+0.00%,158541,158539,263034,265436,50.00%,                49.77%,50.00%,7,28.57%
873,28357,yes,5.05,12440.05,-23877505924.95,+0.00%,158540,158540,262995,265482,50.00%,                49.76%,50.00%,4,50.00%
874,36236,no,0.95,12441.00,-23877505924.00,+0.00%,158541,158539,263022,265461,50.00%,                49.77%,50.00%,4,50.00%
875,45136,yes,4.05,12445.05,-23877505919.95,+0.00%,158540,158540,263001,265482,50.00%,                49.77%,50.00%,3,66.67%
876,53905,yes,3.15,12448.20,-23877505916.80,+0.00%,158541,158539,263008,265480,50.00%,                49.77%,50.00%,3,66.67%
877,58133,no,0.85,12449.05,-23877505915.95,+0.00%,158542,158538,263021,265473,50.00%,                49.77%,50.00%,2,100.00%
878,66647,yes,5.15,12454.20,-23877505910.80,+0.00%,158541,158539,263013,265479,50.00%,                49.77%,50.00%,2,100.00%
879,73020,no,5.85,12460.05,-23877505904.95,+0.00%,158542,158538,263028,265472,50.00%,                49.77%,50.00%,2,100.00%
880,77241,yes,0.15,12460.20,-23877505904.80,+0.00%,158541,158539,263017,265486,50.00%,                49.77%,50.00%,2,100.00%
881,87774,no,7.85,12468.05,-23877505896.95,+0.00%,158542,158538,263021,265485,50.00%,                49.77%,50.00%,3,66.67%
882,87775,no,4.95,12473.00,-23877505892.00,+0.00%,158541,158539,263018,265493,50.00%,                49.77%,50.00%,2,100.00%
883,93888,no,3.05,12476.05,-23877505888.95,+0.00%,158540,158540,263010,265505,50.00%,                49.76%,50.00%,2,100.00%
884,120837,yes,1.95,12478.00,-23877505887.00,+0.00%,158539,158541,263000,265519,50.00%,                49.76%,50.00%,4,50.00%
885,148571,yes,0.05,12478.05,-23877505886.95,+0.00%,158540,158540,263001,265519,50.00%,                49.76%,50.00%,4,50.00%
886,931,no,1.95,12480.00,-23877505885.00,+0.00%,158541,158539,263013,265508,50.00%,                49.76%,50.00%,8,25.00%
887,99725,yes,2.05,12482.05,-23877505882.95,+0.00%,158540,158540,263013,265509,50.00%,                49.76%,50.00%,6,33.33%
888,942,yes,1.15,12483.20,-23877505881.80,+0.00%,158541,158539,263017,265508,50.00%,                49.76%,50.00%,8,25.00%
889,959,no,1.85,12485.05,-23877505879.95,+0.00%,158542,158538,263025,265504,50.00%,                49.77%,50.00%,2,100.00%
890,27221,no,2.95,12488.00,-23877505877.00,+0.00%,158541,158539,263023,265505,50.00%,                49.77%,50.00%,7,28.57%
891,60048,yes,0.05,12488.05,-23877505876.95,+0.00%,158540,158540,262986,265544,50.00%,                49.76%,50.00%,6,33.33%
892,1093,no,1.95,12490.00,-23877505875.00,+0.00%,158541,158539,262993,265538,50.00%,                49.76%,50.00%,5,40.00%
893,117537,yes,0.05,12490.05,-23877505874.95,+0.00%,158540,158540,262991,265541,50.00%,                49.76%,50.00%,6,33.33%
894,153404,no,1.95,12492.00,-23877505873.00,+0.00%,158541,158539,262993,265540,50.00%,                49.76%,50.00%,2,100.00%
895,13999,yes,1.05,12493.05,-23877505871.95,+0.00%,158540,158540,262993,265541,50.00%,                49.76%,50.00%,3,66.67%
896,2053,yes,3.15,12496.20,-23877505868.80,+0.00%,158541,158539,263021,265515,50.00%,                49.76%,50.00%,4,50.00%
897,13970,yes,4.25,12500.45,-23877505864.55,+0.00%,158542,158538,263030,265512,50.00%,                49.77%,50.00%,4,50.00%
898,15797,yes,3.35,12503.80,-23877505861.20,+0.00%,158543,158537,263048,265503,50.00%,                49.77%,50.00%,2,100.00%
899,19862,no,7.65,12511.45,-23877505853.55,+0.00%,158544,158536,263073,265488,50.00%,                49.77%,50.00%,2,100.00%
900,23136,no,0.75,12512.20,-23877505852.80,+0.00%,158543,158537,263011,265551,50.00%,                49.76%,50.00%,2,100.00%
901,37736,no,8.85,12521.05,-23877505843.95,+0.00%,158542,158538,263002,265556,50.00%,                49.76%,50.00%,5,40.00%
902,114844,yes,1.15,12522.20,-23877505842.80,+0.00%,158541,158539,262999,265565,50.00%,                49.76%,50.00%,3,66.67%
903,2002,no,1.85,12524.05,-23877505840.95,+0.00%,158542,158538,263004,265564,50.00%,                49.76%,50.00%,2,100.00%
904,2873,yes,6.15,12530.20,-23877505834.80,+0.00%,158541,158539,263003,265564,50.00%,                49.76%,50.00%,3,66.67%
905,8307,no,2.85,12533.05,-23877505831.95,+0.00%,158542,158538,263020,265556,50.00%,                49.76%,50.00%,2,100.00%
906,13549,no,0.95,12534.00,-23877505831.00,+0.00%,158541,158539,263019,265557,50.00%,                49.76%,50.00%,3,66.67%
907,14098,yes,3.05,12537.05,-23877505827.95,+0.00%,158540,158540,263017,265559,50.00%,                49.76%,50.00%,2,100.00%
908,14242,no,0.95,12538.00,-23877505827.00,+0.00%,158541,158539,263021,265559,50.00%,                49.76%,50.00%,2,100.00%
909,23195,yes,0.05,12538.05,-23877505826.95,+0.00%,158540,158540,263020,265560,50.00%,                49.76%,50.00%,6,33.33%
910,24419,no,3.95,12542.00,-23877505823.00,+0.00%,158541,158539,263021,265560,50.00%,                49.76%,50.00%,3,66.67%
911,25131,yes,0.05,12542.05,-23877505822.95,+0.00%,158540,158540,263017,265567,50.00%,                49.76%,50.00%,2,100.00%
912,30880,no,1.95,12544.00,-23877505821.00,+0.00%,158541,158539,263018,265567,50.00%,                49.76%,50.00%,6,33.33%
913,39303,yes,2.05,12546.05,-23877505818.95,+0.00%,158540,158540,263016,265570,50.00%,                49.76%,50.00%,7,28.57%
914,89671,no,5.95,12552.00,-23877505813.00,+0.00%,158541,158539,263019,265570,50.00%,                49.76%,50.00%,16,12.50%
915,105878,yes,1.05,12553.05,-23877505811.95,+0.00%,158540,158540,263017,265577,50.00%,                49.76%,50.00%,2,100.00%
916,134604,no,0.95,12554.00,-23877505811.00,+0.00%,158541,158539,263044,265552,50.00%,                49.76%,50.00%,3,66.67%
917,134606,yes,0.05,12554.05,-23877505810.95,+0.00%,158540,158540,263042,265554,50.00%,                49.76%,50.00%,3,66.67%
918,182949,no,3.95,12558.00,-23877505807.00,+0.00%,158541,158539,263043,265554,50.00%,                49.76%,50.00%,12,16.67%
919,214232,yes,1.05,12559.05,-23877505805.95,+0.00%,158540,158540,263040,265560,50.00%,                49.76%,50.00%,5,40.00%
920,239835,yes,2.15,12561.20,-23877505803.80,+0.00%,158541,158539,263043,265559,50.00%,                49.76%,50.00%,5,40.00%
921,257027,no,1.85,12563.05,-23877505801.95,+0.00%,158542,158538,263048,265559,50.00%,                49.76%,50.00%,4,50.00%
922,299903,no,1.95,12565.00,-23877505800.00,+0.00%,158541,158539,263039,265567,50.00%,                49.76%,50.00%,8,25.00%
923,378417,yes,0.05,12565.05,-23877505799.95,+0.00%,158540,158540,263033,265574,50.00%,                49.76%,50.00%,3,66.67%
924,21825,no,7.95,12573.00,-23877505792.00,+0.00%,158541,158539,263037,265571,50.00%,                49.76%,50.00%,9,22.22%
925,6433,yes,6.05,12579.05,-23877505785.95,+0.00%,158540,158540,263019,265596,50.00%,                49.76%,50.00%,8,25.00%
926,9943,no,0.95,12580.00,-23877505785.00,+0.00%,158541,158539,263123,265499,50.00%,                49.78%,50.00%,4,50.00%
927,12318,yes,0.05,12580.05,-23877505784.95,+0.00%,158540,158540,263114,265508,50.00%,                49.77%,50.00%,2,100.00%
928,14433,no,0.95,12581.00,-23877505784.00,+0.00%,158541,158539,263115,265508,50.00%,                49.77%,50.00%,2,100.00%
929,15404,no,2.05,12583.05,-23877505781.95,+0.00%,158540,158540,263093,265530,50.00%,                49.77%,50.00%,2,100.00%
930,46507,no,2.15,12585.20,-23877505779.80,+0.00%,158539,158541,263090,265536,50.00%,                49.77%,50.00%,11,18.18%
931,984,yes,4.85,12590.05,-23877505774.95,+0.00%,158538,158542,263065,265566,50.00%,                49.76%,50.00%,3,66.67%
932,14345,yes,6.95,12597.00,-23877505768.00,+0.00%,158539,158541,263067,265566,50.00%,                49.76%,50.00%,4,50.00%
933,241763,yes,0.05,12597.05,-23877505767.95,+0.00%,158540,158540,263089,265550,50.00%,                49.77%,50.00%,2,100.00%
934,998,no,8.95,12606.00,-23877505759.00,+0.00%,158541,158539,263090,265550,50.00%,                49.77%,50.00%,4,50.00%
935,6537,yes,7.05,12613.05,-23877505751.95,+0.00%,158540,158540,263090,265558,50.00%,                49.77%,50.00%,11,18.18%
936,1025,no,0.95,12614.00,-23877505751.00,+0.00%,158541,158539,263114,265542,50.00%,                49.77%,50.00%,3,66.67%
937,205682,yes,0.05,12614.05,-23877505750.95,+0.00%,158540,158540,263112,265544,50.00%,                49.77%,50.00%,3,66.67%
938,1030,no,0.95,12615.00,-23877505750.00,+0.00%,158541,158539,263122,265535,50.00%,                49.77%,50.00%,3,66.67%
939,1031,yes,0.05,12615.05,-23877505749.95,+0.00%,158540,158540,263121,265536,50.00%,                49.77%,50.00%,4,50.00%
940,1033,no,1.95,12617.00,-23877505748.00,+0.00%,158541,158539,263122,265536,50.00%,                49.77%,50.00%,2,100.00%
941,58959,no,3.05,12620.05,-23877505744.95,+0.00%,158540,158540,263122,265537,50.00%,                49.77%,50.00%,4,50.00%
942,87950,no,1.15,12621.20,-23877505743.80,+0.00%,158539,158541,263116,265547,50.00%,                49.77%,50.00%,2,100.00%
943,88557,no,1.25,12622.45,-23877505742.55,+0.00%,158538,158542,263112,265555,50.00%,                49.77%,50.00%,3,66.67%
944,88558,no,1.35,12623.80,-23877505741.20,+0.00%,158537,158543,263109,265564,50.00%,                49.77%,50.00%,2,100.00%
945,88783,no,1.45,12625.25,-23877505739.75,+0.00%,158536,158544,263107,265574,50.00%,                49.77%,50.00%,3,66.67%
946,5945,yes,4.55,12629.80,-23877505735.20,+0.00%,158535,158545,263106,265585,50.00%,                49.77%,50.00%,7,28.57%
947,1045,yes,5.65,12635.45,-23877505729.55,+0.00%,158536,158544,263188,265499,50.00%,                49.78%,50.00%,2,100.00%
948,77110,no,0.35,12635.80,-23877505729.20,+0.00%,158537,158543,263201,265485,50.00%,                49.78%,50.00%,3,66.67%
949,97459,yes,7.65,12643.45,-23877505721.55,+0.00%,158536,158544,263156,265537,50.00%,                49.77%,50.00%,2,100.00%
950,101241,yes,7.75,12651.20,-23877505713.80,+0.00%,158537,158543,263180,265514,50.00%,                49.78%,50.00%,2,100.00%
951,256418,yes,3.85,12655.05,-23877505709.95,+0.00%,158538,158542,263204,265493,50.00%,                49.78%,50.00%,5,40.00%
952,318275,yes,8.95,12664.00,-23877505701.00,+0.00%,158539,158541,263273,265425,50.00%,                49.80%,50.00%,4,50.00%
953,318696,no,0.05,12664.05,-23877505700.95,+0.00%,158540,158540,263300,265406,50.00%,                49.80%,50.00%,2,100.00%
954,328087,yes,1.95,12666.00,-23877505699.00,+0.00%,158539,158541,263269,265438,50.00%,                49.79%,50.00%,3,66.67%
955,364766,yes,9.05,12675.05,-23877505689.95,+0.00%,158540,158540,263303,265405,50.00%,                49.80%,50.00%,4,50.00%
956,405598,yes,6.15,12681.20,-23877505683.80,+0.00%,158541,158539,263328,265390,50.00%,                49.81%,50.00%,2,100.00%
957,405600,yes,6.25,12687.45,-23877505677.55,+0.00%,158542,158538,263345,265382,50.00%,                49.81%,50.00%,3,66.67%
958,405602,yes,6.35,12693.80,-23877505671.20,+0.00%,158543,158537,263363,265375,50.00%,                49.81%,50.00%,3,66.67%
959,405603,yes,6.45,12700.25,-23877505664.75,+0.00%,158544,158536,263382,265369,50.00%,                49.81%,50.00%,2,100.00%
960,405604,yes,6.55,12706.80,-23877505658.20,+0.00%,158545,158535,263402,265364,50.00%,                49.81%,50.00%,2,100.00%
961,1047,no,8.45,12715.25,-23877505649.75,+0.00%,158546,158534,263423,265360,50.00%,                49.82%,50.00%,4,50.00%
962,1050,no,8.55,12723.80,-23877505641.20,+0.00%,158545,158535,263421,265360,50.00%,                49.82%,50.00%,2,100.00%
963,2757,no,8.65,12732.45,-23877505632.55,+0.00%,158544,158536,263420,265361,50.00%,                49.82%,50.00%,4,50.00%
964,121265,no,4.75,12737.20,-23877505627.80,+0.00%,158543,158537,263385,265398,50.00%,                49.81%,50.00%,10,20.00%
965,146227,no,3.85,12741.05,-23877505623.95,+0.00%,158542,158538,263383,265400,50.00%,                49.81%,50.00%,2,100.00%
966,146228,no,2.95,12744.00,-23877505621.00,+0.00%,158541,158539,263379,265405,50.00%,                49.81%,50.00%,2,100.00%
967,150668,no,1.05,12745.05,-23877505619.95,+0.00%,158540,158540,263379,265407,50.00%,                49.81%,50.00%,4,50.00%
968,219324,no,1.15,12746.20,-23877505618.80,+0.00%,158539,158541,263379,265409,50.00%,                49.81%,50.00%,4,50.00%
969,4581,yes,3.85,12750.05,-23877505614.95,+0.00%,158538,158542,263379,265413,50.00%,                49.81%,50.00%,7,28.57%
970,4989,yes,4.95,12755.00,-23877505610.00,+0.00%,158539,158541,263380,265413,50.00%,                49.81%,50.00%,2,100.00%
971,6583,yes,1.05,12756.05,-23877505608.95,+0.00%,158540,158540,263406,265391,50.00%,                49.81%,50.00%,3,66.67%
972,11935,no,1.95,12758.00,-23877505607.00,+0.00%,158541,158539,263412,265387,50.00%,                49.81%,50.00%,8,25.00%
973,14916,yes,12.05,12770.05,-23877505594.95,+0.00%,158540,158540,263407,265393,50.00%,                49.81%,50.00%,3,66.67%
974,34144,no,0.95,12771.00,-23877505594.00,+0.00%,158541,158539,263464,265349,50.00%,                49.82%,50.00%,9,22.22%
975,40140,no,7.05,12778.05,-23877505586.95,+0.00%,158540,158540,263461,265352,50.00%,                49.82%,50.00%,2,100.00%
976,50153,yes,1.95,12780.00,-23877505585.00,+0.00%,158539,158541,263452,265369,50.00%,                49.82%,50.00%,5,40.00%
977,51186,yes,11.05,12791.05,-23877505573.95,+0.00%,158540,158540,263504,265318,50.00%,                49.83%,50.00%,2,100.00%
978,65351,yes,0.15,12791.20,-23877505573.80,+0.00%,158541,158539,263524,265310,50.00%,                49.83%,50.00%,2,100.00%
979,91866,no,10.85,12802.05,-23877505562.95,+0.00%,158542,158538,263528,265309,50.00%,                49.83%,50.00%,4,50.00%
980,91867,no,0.95,12803.00,-23877505562.00,+0.00%,158541,158539,263513,265332,50.00%,                49.83%,50.00%,2,100.00%
981,1061,no,0.05,12803.05,-23877505561.95,+0.00%,158540,158540,263512,265333,50.00%,                49.83%,50.00%,9,22.22%
982,3936,yes,0.95,12804.00,-23877505561.00,+0.00%,158539,158541,263512,265334,50.00%,                49.83%,50.00%,2,100.00%
983,1262,yes,1.05,12805.05,-23877505559.95,+0.00%,158540,158540,263513,265333,50.00%,                49.83%,50.00%,2,100.00%
984,1066,no,0.95,12806.00,-23877505559.00,+0.00%,158541,158539,263515,265333,50.00%,                49.83%,50.00%,3,66.67%
985,45419,no,3.05,12809.05,-23877505555.95,+0.00%,158540,158540,263512,265336,50.00%,                49.83%,50.00%,2,100.00%
986,233666,yes,0.95,12810.00,-23877505555.00,+0.00%,158539,158541,263481,265371,50.00%,                49.82%,50.00%,3,66.67%
987,407950,no,1.05,12811.05,-23877505553.95,+0.00%,158540,158540,263500,265352,50.00%,                49.82%,50.00%,3,66.67%
988,1077,yes,0.95,12812.00,-23877505553.00,+0.00%,158539,158541,263498,265356,50.00%,                49.82%,50.00%,3,66.67%
989,1079,yes,1.05,12813.05,-23877505551.95,+0.00%,158540,158540,263499,265355,50.00%,                49.82%,50.00%,3,66.67%
990,18522,no,10.95,12824.00,-23877505541.00,+0.00%,158541,158539,263501,265355,50.00%,                49.82%,50.00%,3,66.67%
991,119827,yes,6.05,12830.05,-23877505534.95,+0.00%,158540,158540,263458,265408,50.00%,                49.82%,50.00%,8,25.00%
992,119830,yes,6.15,12836.20,-23877505528.80,+0.00%,158541,158539,263470,265403,50.00%,                49.82%,50.00%,4,50.00%
993,119831,yes,6.25,12842.45,-23877505522.55,+0.00%,158542,158538,263483,265399,50.00%,                49.82%,50.00%,2,100.00%
994,119833,yes,6.35,12848.80,-23877505516.20,+0.00%,158543,158537,263497,265396,50.00%,                49.82%,50.00%,3,66.67%
995,119834,yes,6.45,12855.25,-23877505509.75,+0.00%,158544,158536,263512,265394,50.00%,                49.82%,50.00%,2,100.00%
996,1092,no,8.55,12863.80,-23877505501.20,+0.00%,158545,158535,263528,265393,50.00%,                49.82%,50.00%,5,40.00%
997,1150,no,8.65,12872.45,-23877505492.55,+0.00%,158544,158536,263527,265394,50.00%,                49.82%,50.00%,2,100.00%
998,3213,no,0.75,12873.20,-23877505491.80,+0.00%,158543,158537,263527,265396,50.00%,                49.82%,50.00%,3,66.67%
999,3976,no,3.85,12877.05,-23877505487.95,+0.00%,158542,158538,263514,265405,50.00%,                49.82%,50.00%,2,100.00%
1000,12505,no,2.95,12880.00,-23877505485.00,+0.00%,158541,158539,263514,265406,50.00%,                49.82%,50.00%,3,66.67%
1001,17247,yes,2.05,12882.05,-23877505482.95,+0.00%,158540,158540,263508,265414,50.00%,                49.82%,50.00%,2,100.00%
1002,26011,no,1.95,12884.00,-23877505481.00,+0.00%,158541,158539,263559,265366,50.00%,                49.83%,50.00%,2,100.00%
1003,33298,no,4.05,12888.05,-23877505476.95,+0.00%,158540,158540,263518,265408,50.00%,                49.82%,50.00%,3,66.67%
1004,41755,no,4.15,12892.20,-23877505472.80,+0.00%,158539,158541,263506,265425,50.00%,                49.82%,50.00%,2,100.00%
1005,41986,yes,4.85,12897.05,-23877505467.95,+0.00%,158538,158542,263477,265461,50.00%,                49.81%,50.00%,2,100.00%
1006,9973,yes,2.95,12900.00,-23877505465.00,+0.00%,158539,158541,263513,265427,50.00%,                49.82%,50.00%,10,20.00%
1007,7705,no,0.05,12900.05,-23877505464.95,+0.00%,158540,158540,263518,265424,50.00%,                49.82%,50.00%,8,25.00%
1008,8324,yes,2.95,12903.00,-23877505462.00,+0.00%,158539,158541,263518,265425,50.00%,                49.82%,50.00%,3,66.67%
1009,9206,no,1.05,12904.05,-23877505460.95,+0.00%,158540,158540,263522,265423,50.00%,                49.82%,50.00%,2,100.00%
1010,76028,yes,1.95,12906.00,-23877505459.00,+0.00%,158539,158541,263515,265432,50.00%,                49.82%,50.00%,5,40.00%
1011,98055,yes,1.05,12907.05,-23877505457.95,+0.00%,158540,158540,263518,265430,50.00%,                49.82%,50.00%,3,66.67%
1012,218674,no,0.95,12908.00,-23877505457.00,+0.00%,158541,158539,263526,265424,50.00%,                49.82%,50.00%,8,25.00%
1013,227752,no,1.05,12909.05,-23877505455.95,+0.00%,158540,158540,263525,265425,50.00%,                49.82%,50.00%,4,50.00%
1014,1933,yes,2.95,12912.00,-23877505453.00,+0.00%,158539,158541,263525,265427,50.00%,                49.82%,50.00%,5,40.00%
1015,2145,yes,1.05,12913.05,-23877505451.95,+0.00%,158540,158540,263527,265427,50.00%,                49.82%,50.00%,3,66.67%
1016,1115,yes,3.15,12916.20,-23877505448.80,+0.00%,158541,158539,263529,265427,50.00%,                49.82%,50.00%,3,66.67%
1017,10746,no,3.85,12920.05,-23877505444.95,+0.00%,158542,158538,263537,265425,50.00%,                49.82%,50.00%,2,100.00%
1018,158500,no,1.95,12922.00,-23877505443.00,+0.00%,158541,158539,263535,265428,50.00%,                49.82%,50.00%,4,50.00%
1019,200272,no,3.05,12925.05,-23877505439.95,+0.00%,158540,158540,263534,265430,50.00%,                49.82%,50.00%,3,66.67%
1020,1120,yes,1.95,12927.00,-23877505438.00,+0.00%,158539,158541,263523,265445,50.00%,                49.82%,50.00%,5,40.00%
